,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tip,additional_charges,shared_trip_authorized,trips_pooled,pickup_centroid_location,dropoff_centroid_location,date
4293274,2019-09-18 11:00:00,2019-09-18T11:15:00.000,1013,6.213669,42,50,10,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.5949254391, 41.7788768603]}","{'type': 'Point', 'coordinates': [-87.5982558383, 41.7061257523]}",2019-09-18
4223085,2019-09-18 00:30:00,2019-09-18T00:45:00.000,315,2.939389,32,28,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-09-18
4294410,2019-09-18 11:15:00,2019-09-18T11:15:00.000,292,0.862485,2,2,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}","{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}",2019-09-18
4285168,2019-09-18 10:15:00,2019-09-18T10:30:00.000,649,4.498547,28,35,7.5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}","{'type': 'Point', 'coordinates': [-87.6186777673, 41.8351179863]}",2019-09-18
4358359,2019-09-18 17:15:00,2019-09-18T17:30:00.000,1050,2.669375,24,32,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6598643178, 41.8925368719]}","{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",2019-09-18
4330304,2019-09-18 14:45:00,2019-09-18T15:00:00.000,575,1.285179,32,8,5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-18
4280064,2019-09-18 09:45:00,2019-09-18T10:00:00.000,883,2.302382,8,32,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-18
4419372,2019-09-18 21:15:00,2019-09-18T21:30:00.000,935,3.997888,24,28,7.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6653376596, 41.9066507664]}","{'type': 'Point', 'coordinates': [-87.6640472412, 41.8692744531]}",2019-09-18
4280759,2019-09-18 09:45:00,2019-09-18T10:30:00.000,2605,7.8206834616,6,32,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6666114405, 41.957530922]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-18
4305818,2019-09-18 12:30:00,2019-09-18T12:45:00.000,559,3.308733,3,6,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6573411073, 41.9727095466]}","{'type': 'Point', 'coordinates': [-87.6430228044, 41.9345397158]}",2019-09-18
4222133,2019-09-18 00:15:00,2019-09-18T00:30:00.000,860,8.47442672752,8,14,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}","{'type': 'Point', 'coordinates': [-87.7215590627, 41.968069]}",2019-09-18
4321630,2019-09-18 14:00:00,2019-09-18T14:45:00.000,2978,17.877828,32,76,30,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-09-18
4349397,2019-09-18 16:30:00,2019-09-18T16:45:00.000,1066,5.4810034272,46,50,10,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.551428197, 41.7412427285]}","{'type': 'Point', 'coordinates': [-87.5982558383, 41.7061257523]}",2019-09-18
4401425,2019-09-18 19:45:00,2019-09-18T20:00:00.000,805,3.10963051584,8,33,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6197106717, 41.8950334495]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-09-18
4241232,2019-09-18 06:45:00,2019-09-18T07:00:00.000,436,1.387089,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6321092196, 41.9002656868]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-18
4436684,2019-09-18 22:30:00,2019-09-18T22:45:00.000,724,6.493036,33,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6241352979, 41.8492467545]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-18
4342845,2019-09-18 16:00:00,2019-09-18T17:15:00.000,3785,16.984696,76,8,32.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}",2019-09-18
4377888,2019-09-18 18:15:00,2019-09-18T19:00:00.000,2800,12.676179,30,13,17.5,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.6967563395, 41.8382957974]}","{'type': 'Point', 'coordinates': [-87.7164304157, 41.9782942489]}",2019-09-18
4334028,2019-09-18 15:15:00,2019-09-18T15:45:00.000,1815,10.676518,1,32,20,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6633278588, 42.0045174875]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-18
4423147,2019-09-18 21:30:00,2019-09-18T21:45:00.000,756,2.36018719008,24,8,7.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}","{'type': 'Point', 'coordinates': [-87.6207628651, 41.8983317935]}",2019-09-18
4368418,2019-09-18 17:45:00,2019-09-18T18:00:00.000,1020,1.63445,32,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-18
4233499,2019-09-18 05:30:00,2019-09-18T05:45:00.000,928,4.70297436928,23,7,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7209182385, 41.9000696026]}","{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",2019-09-18
4230771,2019-09-18 04:15:00,2019-09-18T04:45:00.000,1109,8.880858,2,32,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}","{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",2019-09-18
4447478,2019-09-18 23:45:00,2019-09-18T23:45:00.000,607,5.869941,7,77,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}","{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",2019-09-18
4291744,2019-09-18 11:00:00,2019-09-18T11:15:00.000,636,3.392648,31,61,7.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}","{'type': 'Point', 'coordinates': [-87.6591665992, 41.8090182499]}",2019-09-18
4362976,2019-09-18 17:30:00,2019-09-18T18:00:00.000,1278,4.10267399392,7,28,10,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6738072384, 41.9292725315]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-09-18
4267342,2019-09-18 08:45:00,2019-09-18T08:45:00.000,399,0.623026,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-09-18
4304497,2019-09-18 12:15:00,2019-09-18T13:00:00.000,2593,18.195229,32,76,27.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-09-18
4402983,2019-09-18 20:00:00,2019-09-18T20:15:00.000,1108,4.55089,22,8,10,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6999685912, 41.9284315635]}","{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}",2019-09-18
4338668,2019-09-18 15:30:00,2019-09-18T15:30:00.000,279,1.162263,76,76,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}","{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",2019-09-18
4272265,2019-09-18 09:00:00,2019-09-18T09:00:00.000,240,0.80226478736,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-09-18
4249278,2019-09-18 07:30:00,2019-09-18T08:15:00.000,3103,16.417732,49,28,15,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6233665115, 41.7065878819]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-09-18
4323920,2019-09-18 14:15:00,2019-09-18T14:30:00.000,267,1.130436,53,53,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6357397768, 41.6738199043]}","{'type': 'Point', 'coordinates': [-87.6357397768, 41.6738199043]}",2019-09-18
4351140,2019-09-18 16:45:00,2019-09-18T17:15:00.000,1860,3.83403,28,6,10,0,0.72,True,2,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.6564115308, 41.9362371791]}",2019-09-18
4432595,2019-09-18 22:15:00,2019-09-18T22:15:00.000,461,1.444432,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-18
4267371,2019-09-18 08:45:00,2019-09-18T09:15:00.000,1995,9.160181,4,32,17.5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6860998978, 41.972035672]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-09-18
4404597,2019-09-18 20:00:00,2019-09-18T20:15:00.000,377,1.220112,8,24,5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}","{'type': 'Point', 'coordinates': [-87.6709450752, 41.9083786693]}",2019-09-18
4319816,2019-09-18 13:45:00,2019-09-18T14:00:00.000,1323,3.272252,28,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6429586652, 41.8679024175]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-09-18
4349111,2019-09-18 16:30:00,2019-09-18T16:45:00.000,1375,7.88531207344,77,8,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6720809941, 41.9869530579]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-18
4417140,2019-09-18 21:00:00,2019-09-18T21:15:00.000,851,3.918647,8,6,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}","{'type': 'Point', 'coordinates': [-87.6434709559, 41.9432371225]}",2019-09-18
4414430,2019-09-18 20:45:00,2019-09-18T21:00:00.000,598,1.02776,24,28,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6598643178, 41.8925368719]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-09-18
4351313,2019-09-18 16:45:00,2019-09-18T17:00:00.000,395,0.912867,8,8,5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}","{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",2019-09-18
4421176,2019-09-18 21:15:00,2019-09-18T21:30:00.000,406,1.391584,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}","{'type': 'Point', 'coordinates': [-87.6314065252, 41.8710158803]}",2019-09-18
4231875,2019-09-18 04:45:00,2019-09-18T05:15:00.000,1506,14.6532948768,6,76,20,7,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6460070664, 41.9534000435]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-09-18
4349311,2019-09-18 16:30:00,2019-09-18T17:00:00.000,1143,3.14878054032,7,32,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-18
4315177,2019-09-18 13:15:00,2019-09-18T13:30:00.000,631,1.284097,32,28,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-09-18
4377875,2019-09-18 18:15:00,2019-09-18T18:15:00.000,531,4.023386,25,29,7.5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.7560467111, 41.8906088526]}","{'type': 'Point', 'coordinates': [-87.7172201, 41.8601900192]}",2019-09-18
4351066,2019-09-18 16:45:00,2019-09-18T17:00:00.000,873,2.702644,23,27,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7338570193, 41.9061678698]}","{'type': 'Point', 'coordinates': [-87.7177791062, 41.8762234405]}",2019-09-18
4335434,2019-09-18 15:15:00,2019-09-18T15:30:00.000,830,2.502613,28,27,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6716536214, 41.8786674201]}","{'type': 'Point', 'coordinates': [-87.7131563352, 41.8717864722]}",2019-09-18
4418274,2019-09-18 21:00:00,2019-09-18T21:00:00.000,163,0.557867,28,28,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-09-18
4373691,2019-09-18 18:15:00,2019-09-18T18:30:00.000,942,2.415592,32,8,5,0,2.55,True,5,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",2019-09-18
4411378,2019-09-18 20:30:00,2019-09-18T20:30:00.000,780,0.675044,32,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-09-18
4424767,2019-09-18 21:30:00,2019-09-18T22:00:00.000,1826,10.055524,29,68,12.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.7172201, 41.8601900192]}","{'type': 'Point', 'coordinates': [-87.6424975271, 41.7771962546]}",2019-09-18
4360801,2019-09-18 17:15:00,2019-09-18T17:30:00.000,602,1.161784,8,8,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-18
4231411,2019-09-18 04:30:00,2019-09-18T05:15:00.000,2646,28.65657506144,53,6,22.5,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.6357397768, 41.6738199043]}","{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",2019-09-18
4338094,2019-09-18 15:30:00,2019-09-18T16:00:00.000,2018,10.075659,8,42,20,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6197106717, 41.8950334495]}","{'type': 'Point', 'coordinates': [-87.5799482481, 41.7761636931]}",2019-09-18
4392066,2019-09-18 19:15:00,2019-09-18T19:30:00.000,1622,7.31794743296,28,14,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.7027334697, 41.9645069548]}",2019-09-18
4221887,2019-09-18 00:15:00,2019-09-18T00:45:00.000,1953,12.296253,6,9,12.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}","{'type': 'Point', 'coordinates': [-87.8137810343, 42.0076125931]}",2019-09-18
4250967,2019-09-18 07:45:00,2019-09-18T08:15:00.000,1787,4.48298851744,33,8,25,0,3.05,False,1,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}","{'type': 'Point', 'coordinates': [-87.6321092196, 41.9002656868]}",2019-09-18
4361361,2019-09-18 17:15:00,2019-09-18T17:45:00.000,1778,2.274625,8,28,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-09-18
4321928,2019-09-18 14:00:00,2019-09-18T14:15:00.000,972,2.36762,32,33,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-09-18
4298107,2019-09-18 11:30:00,2019-09-18T11:45:00.000,747,2.415631,24,8,7.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}","{'type': 'Point', 'coordinates': [-87.6384040116, 41.9015669095]}",2019-09-18
4266186,2019-09-18 08:45:00,2019-09-18T09:15:00.000,1690,5.64630353056,32,24,12.5,0,0,True,3,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6796002867, 41.8995065476]}",2019-09-18
4377481,2019-09-18 18:15:00,2019-09-18T18:15:00.000,522,1.20866,32,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",2019-09-18
4429615,2019-09-18 22:00:00,2019-09-18T22:15:00.000,609,3.76834521344,32,24,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6696239301, 41.8924331563]}",2019-09-18
4472698,2019-09-19 06:45:00,2019-09-19T07:00:00.000,602,2.759123,49,75,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6233665115, 41.7065878819]}","{'type': 'Point', 'coordinates': [-87.6690544032, 41.6897299145]}",2019-09-19
4562574,2019-09-19 14:30:00,2019-09-19T14:45:00.000,1111,9.813204,32,43,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}","{'type': 'Point', 'coordinates': [-87.5727819867, 41.7615779081]}",2019-09-19
4635591,2019-09-19 19:15:00,2019-09-19T19:30:00.000,244,0.873909,22,22,2.5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.685362024, 41.9286190509]}","{'type': 'Point', 'coordinates': [-87.6750951155, 41.9160052737]}",2019-09-19
4572651,2019-09-19 15:30:00,2019-09-19T15:45:00.000,955,4.092785,28,23,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}","{'type': 'Point', 'coordinates': [-87.7209182385, 41.9000696026]}",2019-09-19
4670983,2019-09-19 21:30:00,2019-09-19T22:00:00.000,2534,35.203262,76,75,42.5,8,10.67,False,1,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}","{'type': 'Point', 'coordinates': [-87.6690544032, 41.6897299145]}",2019-09-19
4553887,2019-09-19 13:45:00,2019-09-19T13:45:00.000,622,2.40058007248,31,28,10,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-09-19
4486429,2019-09-19 08:00:00,2019-09-19T08:15:00.000,477,1.38765086768,8,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}","{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",2019-09-19
4521086,2019-09-19 10:45:00,2019-09-19T11:00:00.000,247,0.544108,28,28,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}",2019-09-19
4487793,2019-09-19 08:00:00,2019-09-19T08:30:00.000,1624,8.751051,41,32,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.5896070309, 41.7979652088]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-19
4667033,2019-09-19 21:15:00,2019-09-19T21:30:00.000,679,4.6576100552,76,76,10,3,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}","{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",2019-09-19
4671026,2019-09-19 21:30:00,2019-09-19T21:30:00.000,641,1.87733688816,8,33,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-09-19
4685101,2019-09-19 22:30:00,2019-09-19T22:45:00.000,469,1.76237,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6409015248, 41.9074128162]}",2019-09-19
4611207,2019-09-19 18:00:00,2019-09-19T18:15:00.000,721,1.27579365488,32,28,7.5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",2019-09-19
4581557,2019-09-19 16:15:00,2019-09-19T16:30:00.000,577,1.346706,43,43,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.5727819867, 41.7615779081]}","{'type': 'Point', 'coordinates': [-87.5727819867, 41.7615779081]}",2019-09-19
4643025,2019-09-19 19:45:00,2019-09-19T20:15:00.000,1204,7.97916,28,22,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}","{'type': 'Point', 'coordinates': [-87.7218357934, 41.9227117587]}",2019-09-19
4477115,2019-09-19 07:15:00,2019-09-19T07:30:00.000,916,3.01828045872,28,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.6197106717, 41.8950334495]}",2019-09-19
4503298,2019-09-19 09:00:00,2019-09-19T09:15:00.000,517,2.165874,27,27,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6988915914, 41.885621155]}","{'type': 'Point', 'coordinates': [-87.6988915914, 41.885621155]}",2019-09-19
4679518,2019-09-19 22:15:00,2019-09-19T22:30:00.000,576,2.461145,22,20,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6922563262, 41.9157411934]}","{'type': 'Point', 'coordinates': [-87.7322869198, 41.9152908359]}",2019-09-19
4459818,2019-09-19 03:30:00,2019-09-19T03:30:00.000,227,0.551215,32,8,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-19
4617290,2019-09-19 18:15:00,2019-09-19T18:30:00.000,1031,2.408427,6,7,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6542980837, 41.9462945357]}","{'type': 'Point', 'coordinates': [-87.6608925701, 41.9289459041]}",2019-09-19
4498305,2019-09-19 08:45:00,2019-09-19T09:15:00.000,1679,6.1272895456,22,28,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7103591445, 41.9210196071]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-09-19
4674648,2019-09-19 21:45:00,2019-09-19T22:15:00.000,1922,25.624496,76,28,32.5,5,8.5,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6429586652, 41.8679024175]}",2019-09-19
4651547,2019-09-19 20:15:00,2019-09-19T20:30:00.000,1216,9.778098,31,42,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6635286858, 41.8474315472]}","{'type': 'Point', 'coordinates': [-87.5963032107, 41.7769506664]}",2019-09-19
4669932,2019-09-19 21:30:00,2019-09-19T22:00:00.000,1501,11.582263,25,35,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7560467111, 41.8906088526]}","{'type': 'Point', 'coordinates': [-87.6186777673, 41.8351179863]}",2019-09-19
4574737,2019-09-19 15:45:00,2019-09-19T15:45:00.000,561,1.138966,32,8,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-09-19
4649511,2019-09-19 20:15:00,2019-09-19T20:30:00.000,589,1.825647,6,6,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6515625922, 41.9363101308]}","{'type': 'Point', 'coordinates': [-87.671332488, 41.9506052324]}",2019-09-19
4674131,2019-09-19 21:45:00,2019-09-19T22:00:00.000,1566,8.471674,33,6,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}","{'type': 'Point', 'coordinates': [-87.6385749205, 41.9383912577]}",2019-09-19
4601547,2019-09-19 17:30:00,2019-09-19T18:00:00.000,1720,3.927047,24,6,25,0,2.85,False,1,"{'type': 'Point', 'coordinates': [-87.6846859492, 41.9067077917]}","{'type': 'Point', 'coordinates': [-87.6542980837, 41.9462945357]}",2019-09-19
4463522,2019-09-19 05:15:00,2019-09-19T05:30:00.000,533,1.58091527424,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-19
4519349,2019-09-19 10:30:00,2019-09-19T11:00:00.000,1478,6.982664,16,8,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7130900568, 41.9555841154]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-19
4537719,2019-09-19 12:15:00,2019-09-19T12:45:00.000,1212,6.68106,71,42,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6563059862, 41.7442051463]}","{'type': 'Point', 'coordinates': [-87.5949254391, 41.7788768603]}",2019-09-19
4514729,2019-09-19 10:00:00,2019-09-19T10:00:00.000,370,1.707634,24,8,5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6653376596, 41.9066507664]}","{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}",2019-09-19
4528794,2019-09-19 11:30:00,2019-09-19T11:45:00.000,1224,5.059289,24,32,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6941973701, 41.9005603836]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-19
4693792,2019-09-19 23:15:00,2019-09-19T23:30:00.000,476,2.806055,28,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}",2019-09-19
4689355,2019-09-19 22:45:00,2019-09-19T23:00:00.000,1456,9.719739,8,43,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}","{'type': 'Point', 'coordinates': [-87.5727819867, 41.7615779081]}",2019-09-19
4525476,2019-09-19 11:00:00,2019-09-19T11:00:00.000,805,7.56092615632,8,77,12.5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}","{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",2019-09-19
4660801,2019-09-19 21:00:00,2019-09-19T21:15:00.000,761,3.35136638128,27,22,10,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6988915914, 41.885621155]}","{'type': 'Point', 'coordinates': [-87.6945323419, 41.9208017043]}",2019-09-19
4695794,2019-09-19 23:15:00,2019-09-19T23:15:00.000,679,3.054848,6,24,7.5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6434709559, 41.9432371225]}","{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}",2019-09-19
