,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tip,additional_charges,shared_trip_authorized,trips_pooled,pickup_centroid_location,dropoff_centroid_location,date
2752666,2019-07-12 18:45:00,2019-07-12T19:15:00.000,2037,14.22823746816,76,1,20,6,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6735740325, 42.0016981937]}",2019-07-12
2774702,2019-07-12 19:30:00,2019-07-12T19:45:00.000,1111,3.8031452352,8,22,10,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6384040116, 41.9015669095]}","{'type': 'Point', 'coordinates': [-87.689951469, 41.9216471318]}",2019-07-12
2788296,2019-07-12 20:15:00,2019-07-12T20:45:00.000,2174,10.939405,28,1,22.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.659122427, 42.004764559]}",2019-07-12
2738489,2019-07-12 18:00:00,2019-07-12T18:15:00.000,654,1.756009,32,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6321092196, 41.9002656868]}",2019-07-12
2807362,2019-07-12 21:15:00,2019-07-12T21:30:00.000,560,1.93868,7,6,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6540070286, 41.9147473049]}","{'type': 'Point', 'coordinates': [-87.647113634, 41.946489764]}",2019-07-12
2835558,2019-07-12 22:45:00,2019-07-12T23:00:00.000,720,2.674314,2,1,7.5,0,0.72,True,1,"{'type': 'Point', 'coordinates': [-87.701802904, 42.0008748252]}","{'type': 'Point', 'coordinates': [-87.659122427, 42.004764559]}",2019-07-12
2701570,2019-07-12 16:00:00,2019-07-12T17:30:00.000,5224,18.306546,76,32,40,7,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-12
2583922,2019-07-12 06:45:00,2019-07-12T07:00:00.000,616,3.646523,6,32,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6398538587, 41.9347624564]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-12
2743016,2019-07-12 18:15:00,2019-07-12T19:00:00.000,2489,9.046211,77,32,20,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6573042698, 41.9912345323]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-12
2810301,2019-07-12 21:30:00,2019-07-12T21:30:00.000,633,1.3784,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-07-12
2617790,2019-07-12 09:30:00,2019-07-12T09:45:00.000,1464,5.93091799424,22,28,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6991553432, 41.9227606205]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-07-12
2786912,2019-07-12 20:15:00,2019-07-12T20:30:00.000,771,2.465514,2,77,2.5,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.6946307194, 41.994059824]}","{'type': 'Point', 'coordinates': [-87.6573042698, 41.9912345323]}",2019-07-12
2594848,2019-07-12 07:45:00,2019-07-12T08:15:00.000,1193,3.36492,24,28,2.5,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.6696239301, 41.8924331563]}","{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",2019-07-12
2821039,2019-07-12 22:00:00,2019-07-12T22:15:00.000,1132,3.186003,28,32,10,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6716536214, 41.8786674201]}","{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",2019-07-12
2597159,2019-07-12 08:00:00,2019-07-12T08:15:00.000,750,1.858395,28,28,7.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-07-12
2566210,2019-07-12 01:45:00,2019-07-12T02:15:00.000,1324,13.715976,8,44,20,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}","{'type': 'Point', 'coordinates': [-87.6159695226, 41.7402057565]}",2019-07-12
2771004,2019-07-12 19:30:00,2019-07-12T20:00:00.000,1969,8.79508407088,22,31,12.5,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.7215645012, 41.9261558167]}","{'type': 'Point', 'coordinates': [-87.644209287, 41.856309817]}",2019-07-12
2662877,2019-07-12 13:00:00,2019-07-12T13:15:00.000,614,1.11484355424,28,32,7.5,2,0,True,1,"{'type': 'Point', 'coordinates': [-87.6429586652, 41.8679024175]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-12
2777299,2019-07-12 19:45:00,2019-07-12T19:45:00.000,416,1.277158,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",2019-07-12
2796838,2019-07-12 20:45:00,2019-07-12T21:00:00.000,1363,5.055811,30,66,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.702699356, 41.8481796587]}","{'type': 'Point', 'coordinates': [-87.7080444156, 41.782532364]}",2019-07-12
2824012,2019-07-12 22:00:00,2019-07-12T22:30:00.000,1674,6.87051858176,24,77,12.5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.674506788, 41.8923550478]}","{'type': 'Point', 'coordinates': [-87.6641882421, 41.9799124453]}",2019-07-12
2831812,2019-07-12 22:30:00,2019-07-12T22:30:00.000,343,1.367039,8,7,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}","{'type': 'Point', 'coordinates': [-87.6462109769, 41.9218549112]}",2019-07-12
2757264,2019-07-12 18:45:00,2019-07-12T19:00:00.000,704,2.541707,44,71,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6159695226, 41.7402057565]}","{'type': 'Point', 'coordinates': [-87.6563059862, 41.7442051463]}",2019-07-12
2763120,2019-07-12 19:00:00,2019-07-12T19:15:00.000,763,3.324644936,32,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}","{'type': 'Point', 'coordinates': [-87.6716536214, 41.8786674201]}",2019-07-12
2557076,2019-07-12 00:15:00,2019-07-12T00:30:00.000,1286,12.024294,7,30,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}","{'type': 'Point', 'coordinates': [-87.714003807, 41.8390869059]}",2019-07-12
2758051,2019-07-12 19:00:00,2019-07-12T19:15:00.000,495,1.07134352704,24,24,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6897112748, 41.91213208]}","{'type': 'Point', 'coordinates': [-87.6709450752, 41.9083786693]}",2019-07-12
2758562,2019-07-12 19:00:00,2019-07-12T19:15:00.000,769,2.764855,8,6,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}","{'type': 'Point', 'coordinates': [-87.6430228044, 41.9345397158]}",2019-07-12
2746923,2019-07-12 18:30:00,2019-07-12T18:45:00.000,653,2.554918,58,60,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6988607973, 41.8173662079]}","{'type': 'Point', 'coordinates': [-87.6487879519, 41.8361501547]}",2019-07-12
2675926,2019-07-12 14:00:00,2019-07-12T14:45:00.000,2575,9.05236,8,23,20,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6207628651, 41.8983317935]}","{'type': 'Point', 'coordinates': [-87.7103539349, 41.9066839592]}",2019-07-12
2730788,2019-07-12 17:45:00,2019-07-12T18:00:00.000,1560,8.612675,62,28,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7242081939, 41.7929819032]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-07-12
2612481,2019-07-12 09:00:00,2019-07-12T09:15:00.000,1259,9.461482,28,14,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}","{'type': 'Point', 'coordinates': [-87.7215590627, 41.968069]}",2019-07-12
2750435,2019-07-12 18:30:00,2019-07-12T19:00:00.000,1745,8.224428,60,66,5,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.6490722438, 41.8446607763]}","{'type': 'Point', 'coordinates': [-87.6980008039, 41.7681062939]}",2019-07-12
2600182,2019-07-12 08:15:00,2019-07-12T08:45:00.000,1231,2.11969418256,33,32,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-12
2648035,2019-07-12 12:00:00,2019-07-12T12:30:00.000,1705,8.093302,31,41,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.644209287, 41.856309817]}","{'type': 'Point', 'coordinates': [-87.5940154442, 41.7905666284]}",2019-07-12
2646600,2019-07-12 11:45:00,2019-07-12T12:00:00.000,1170,2.00970125664,28,32,7.5,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-12
2620068,2019-07-12 09:30:00,2019-07-12T09:45:00.000,312,1.096139,28,24,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.6598643178, 41.8925368719]}",2019-07-12
2777998,2019-07-12 19:45:00,2019-07-12T20:00:00.000,877,3.722335,21,4,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7123574755, 41.9336759885]}","{'type': 'Point', 'coordinates': [-87.6860998978, 41.972035672]}",2019-07-12
2663824,2019-07-12 13:15:00,2019-07-12T13:15:00.000,416,1.83818686368,33,32,7.5,2,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6241352979, 41.8492467545]}","{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",2019-07-12
2849218,2019-07-12 23:15:00,2019-07-12T23:45:00.000,1506,17.793602,76,8,22.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",2019-07-12
2818735,2019-07-12 22:00:00,2019-07-12T22:00:00.000,638,1.14717,28,28,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-07-12
2797743,2019-07-12 20:45:00,2019-07-12T21:00:00.000,1132,4.46041,6,14,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6605035019, 41.952719111]}","{'type': 'Point', 'coordinates': [-87.7134353285, 41.9702449819]}",2019-07-12
2566686,2019-07-12 02:00:00,2019-07-12T02:00:00.000,310,1.62757,8,24,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}",2019-07-12
2731248,2019-07-12 17:45:00,2019-07-12T18:00:00.000,965,1.39068,32,8,10,5,2.85,False,1,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-07-12
2590052,2019-07-12 07:30:00,2019-07-12T07:45:00.000,344,2.30115143888,10,10,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.8045320063, 41.9850151008]}","{'type': 'Point', 'coordinates': [-87.8045320063, 41.9850151008]}",2019-07-12
2592649,2019-07-12 07:45:00,2019-07-12T08:00:00.000,895,2.90704467488,32,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6221729369, 41.8706073724]}","{'type': 'Point', 'coordinates': [-87.6750856208, 41.8704150003]}",2019-07-12
2714107,2019-07-12 16:45:00,2019-07-12T16:45:00.000,840,3.05822,8,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6384040116, 41.9015669095]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-07-12
2630420,2019-07-12 10:30:00,2019-07-12T10:45:00.000,739,1.92987,32,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-07-12
2711049,2019-07-12 16:30:00,2019-07-12T17:00:00.000,2462,6.024665,6,8,17.5,7,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6517705068, 41.9426918444]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-07-12
2824629,2019-07-12 22:15:00,2019-07-12T22:15:00.000,168,0.624836,28,32,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-12
2665558,2019-07-12 13:15:00,2019-07-12T13:30:00.000,598,2.175541,7,6,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6510618838, 41.9217781876]}","{'type': 'Point', 'coordinates': [-87.6542980837, 41.9462945357]}",2019-07-12
2688649,2019-07-12 15:00:00,2019-07-12T15:15:00.000,885,4.215943,42,44,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.5949254391, 41.7788768603]}","{'type': 'Point', 'coordinates': [-87.6159695226, 41.7402057565]}",2019-07-12
2555906,2019-07-12 00:15:00,2019-07-12T00:30:00.000,907,7.270718832,28,6,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6460070664, 41.9534000435]}",2019-07-12
2561712,2019-07-12 01:00:00,2019-07-12T01:00:00.000,501,3.259329,6,3,7.5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6517705068, 41.9426918444]}","{'type': 'Point', 'coordinates': [-87.6502900743, 41.9729293173]}",2019-07-12
2592313,2019-07-12 07:45:00,2019-07-12T08:30:00.000,2821,19.279993,28,76,30,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-07-12
2756736,2019-07-12 18:45:00,2019-07-12T18:45:00.000,720,1.995921,7,22,5,0,0.72,True,1,"{'type': 'Point', 'coordinates': [-87.6738072384, 41.9292725315]}","{'type': 'Point', 'coordinates': [-87.6945323419, 41.9208017043]}",2019-07-12
2817881,2019-07-12 21:45:00,2019-07-12T22:00:00.000,763,3.61858083408,32,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",2019-07-12
2574906,2019-07-12 05:15:00,2019-07-12T05:45:00.000,1112,11.217471,16,76,15,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.7234523905, 41.9535821253]}","{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",2019-07-12
2644547,2019-07-12 11:45:00,2019-07-12T12:00:00.000,326,1.496773,35,34,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6251541272, 41.8349623252]}","{'type': 'Point', 'coordinates': [-87.6350918563, 41.8510178239]}",2019-07-12
2695606,2019-07-12 15:30:00,2019-07-12T16:15:00.000,2574,8.443892,25,8,20,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7560467111, 41.8906088526]}","{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",2019-07-12
2557578,2019-07-12 00:15:00,2019-07-12T00:15:00.000,304,1.60266528784,3,77,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}","{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",2019-07-12
2801373,2019-07-12 21:00:00,2019-07-12T21:15:00.000,899,2.092818,8,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-07-12
2601414,2019-07-12 08:15:00,2019-07-12T08:30:00.000,1055,7.851438,32,42,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6314065252, 41.8710158803]}","{'type': 'Point', 'coordinates': [-87.6084265019, 41.7831007248]}",2019-07-12
2860373,2019-07-12 23:45:00,2019-07-12T23:45:00.000,492,2.46769440016,14,5,7.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7027334697, 41.9645069548]}","{'type': 'Point', 'coordinates': [-87.6761824959, 41.9505456965]}",2019-07-12
2643699,2019-07-12 11:30:00,2019-07-12T11:30:00.000,270,0.69413614832,8,28,5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",2019-07-12
2671992,2019-07-12 13:45:00,2019-07-12T14:00:00.000,767,3.245414,38,61,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6178596758, 41.8129489392]}","{'type': 'Point', 'coordinates': [-87.6591665992, 41.8090182499]}",2019-07-12
2749975,2019-07-12 18:30:00,2019-07-12T18:45:00.000,1200,2.391065,8,28,5,0,0.72,True,2,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}",2019-07-12
2629232,2019-07-12 10:15:00,2019-07-12T10:30:00.000,1359,3.40915927456,31,32,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6595642391, 41.8563332167]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-12
2811521,2019-07-12 21:30:00,2019-07-12T21:45:00.000,1427,5.715024,35,32,7.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.624088952, 41.8274002516]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-12
2762720,2019-07-12 19:00:00,2019-07-12T19:15:00.000,823,2.6752516728,32,33,15,0,7.85,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6241352979, 41.8492467545]}",2019-07-12
2753139,2019-07-12 18:45:00,2019-07-12T18:45:00.000,538,1.331964,6,6,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6568039088, 41.9491397709]}","{'type': 'Point', 'coordinates': [-87.6467820813, 41.938232293]}",2019-07-12
2749229,2019-07-12 18:30:00,2019-07-12T18:45:00.000,915,2.794232,8,24,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.630963601, 41.9094956686]}","{'type': 'Point', 'coordinates': [-87.6649539167, 41.8997373884]}",2019-07-12
2692830,2019-07-12 15:15:00,2019-07-12T15:30:00.000,632,1.96744408736,32,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}","{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",2019-07-12
2857172,2019-07-12 23:45:00,2019-07-13T00:15:00.000,2160,12.73805082208,7,41,15,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}","{'type': 'Point', 'coordinates': [-87.6037457654, 41.7978270187]}",2019-07-12
2772033,2019-07-12 19:30:00,2019-07-12T19:45:00.000,809,3.5701093752,32,7,5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}",2019-07-12
2742863,2019-07-12 18:15:00,2019-07-12T18:45:00.000,1004,3.863106,69,46,7.5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.6161341112, 41.7632467988]}","{'type': 'Point', 'coordinates': [-87.551428197, 41.7412427285]}",2019-07-12
2578539,2019-07-12 06:00:00,2019-07-12T06:15:00.000,1271,8.965437,12,76,15,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.7583535876, 41.9939301285]}","{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",2019-07-12
2713892,2019-07-12 16:45:00,2019-07-12T17:15:00.000,2161,5.729832,6,28,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.640698076, 41.9431550855]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-07-12
2816563,2019-07-12 21:45:00,2019-07-12T22:15:00.000,1485,11.90098601296,2,24,17.5,4,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}","{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",2019-07-12
3080541,2019-07-13 17:45:00,2019-07-13T17:45:00.000,582,1.727389,20,19,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7347397536, 41.9243470769]}","{'type': 'Point', 'coordinates': [-87.7655016086, 41.9272609555]}",2019-07-13
3150478,2019-07-13 21:00:00,2019-07-13T21:30:00.000,1810,6.8015399672,6,24,10,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.6542980837, 41.9462945357]}","{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}",2019-07-13
2896758,2019-07-13 02:15:00,2019-07-13T02:30:00.000,1259,8.447091,8,4,10,0,7.55,True,2,"{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}","{'type': 'Point', 'coordinates': [-87.6788459662, 41.9725625375]}",2019-07-13
3154465,2019-07-13 21:15:00,2019-07-13T21:15:00.000,303,1.025083,28,28,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-07-13
3137956,2019-07-13 20:30:00,2019-07-13T20:45:00.000,822,2.839567,22,5,12.5,0,2.85,False,1,"{'type': 'Point', 'coordinates': [-87.7101956338, 41.915496209]}","{'type': 'Point', 'coordinates': [-87.6856158172, 41.9413116172]}",2019-07-13
2978725,2019-07-13 12:30:00,2019-07-13T12:45:00.000,1444,5.53755346256,8,6,20,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.6568039088, 41.9491397709]}",2019-07-13
3203187,2019-07-13 23:30:00,2019-07-13T23:30:00.000,428,1.003592,33,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}","{'type': 'Point', 'coordinates': [-87.6221729369, 41.8706073724]}",2019-07-13
2972298,2019-07-13 12:00:00,2019-07-13T12:15:00.000,503,1.461769,28,8,7.5,0,2.85,False,1,"{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-07-13
3118625,2019-07-13 19:30:00,2019-07-13T19:45:00.000,1024,3.630179,24,8,10,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6796002867, 41.8995065476]}","{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",2019-07-13
2937536,2019-07-13 09:30:00,2019-07-13T10:00:00.000,1396,5.129742,35,32,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6108347373, 41.8346735981]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-13
3190097,2019-07-13 23:00:00,2019-07-13T23:30:00.000,1124,4.559051,22,6,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6999685912, 41.9284315635]}","{'type': 'Point', 'coordinates': [-87.6439653703, 41.949829346]}",2019-07-13
3031275,2019-07-13 15:30:00,2019-07-13T15:45:00.000,616,2.226439,24,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6796002867, 41.8995065476]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-07-13
3081247,2019-07-13 17:45:00,2019-07-13T18:00:00.000,1175,2.79082,7,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6341560931, 41.922082541]}","{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",2019-07-13
3106033,2019-07-13 19:00:00,2019-07-13T19:15:00.000,654,2.188905,8,7,5,5,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}","{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}",2019-07-13
2990816,2019-07-13 13:15:00,2019-07-13T13:30:00.000,691,1.582192,6,6,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6467297286, 41.9346591566]}","{'type': 'Point', 'coordinates': [-87.6616429039, 41.9490605256]}",2019-07-13
3017677,2019-07-13 14:45:00,2019-07-13T15:30:00.000,2809,18.368405,76,32,30,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-13
3187789,2019-07-13 22:45:00,2019-07-13T23:00:00.000,1609,8.228288,8,41,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}","{'type': 'Point', 'coordinates': [-87.592310855, 41.794090253]}",2019-07-13
3046808,2019-07-13 16:15:00,2019-07-13T16:45:00.000,1379,3.746563,6,8,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6515625922, 41.9363101308]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-07-13
3166963,2019-07-13 22:00:00,2019-07-13T22:45:00.000,2678,9.764919,3,28,22.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6530217894, 41.9581548757]}","{'type': 'Point', 'coordinates': [-87.6716536214, 41.8786674201]}",2019-07-13
3025277,2019-07-13 15:00:00,2019-07-13T15:15:00.000,896,8.252273,44,60,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6159695226, 41.7402057565]}","{'type': 'Point', 'coordinates': [-87.6487879519, 41.8361501547]}",2019-07-13
3082949,2019-07-13 18:00:00,2019-07-13T18:15:00.000,663,0.964987,7,7,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}","{'type': 'Point', 'coordinates': [-87.6513108767, 41.9290469366]}",2019-07-13
3120394,2019-07-13 19:30:00,2019-07-13T19:45:00.000,1452,4.69738150864,8,33,12.5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-07-13
3208559,2019-07-13 23:45:00,2019-07-13T23:45:00.000,707,2.580623,4,77,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6838545561, 41.9631849658]}","{'type': 'Point', 'coordinates': [-87.6578712629, 41.9788750584]}",2019-07-13
3164910,2019-07-13 21:45:00,2019-07-13T21:45:00.000,256,0.580708,32,8,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-07-13
3005127,2019-07-13 14:00:00,2019-07-13T14:00:00.000,543,0.96072917216,8,8,7.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-07-13
